status	original_id	matched_id	converted_id	notes
DIRECT	4MXM-A	4MXM-A	4mxm_A	Exact ID match
DIRECT	4MXN-A	4MXN-A	4mxn_A	Exact ID match
DIRECT	4MXV-A	4MXV-A	4mxv_A	Exact ID match
DIRECT	4MY5-A	4MY5-A	4my5_A	Exact ID match
DIRECT	4MYB-A	4MYB-A	4myb_A	Exact ID match
DIRECT	4MYM-A	4MYM-A	4mym_A	Exact ID match
DIRECT	4MZD-A	4MZD-A	4mzd_A	Exact ID match
DIRECT	4MZI-A	4MZI-A	4mzi_A	Exact ID match
DIRECT	4N04-A	4N04-A	4n04_A	Exact ID match
DIRECT	4N06-A	4N06-A	4n06_A	Exact ID match
DIRECT	4N08-A	4N08-A	4n08_A	Exact ID match
DIRECT	4N0G-A	4N0G-A	4n0g_A	Exact ID match
DIRECT	4N0G-C	4N0G-C	4n0g_C	Exact ID match
DIRECT	4N0H-F	4N0H-F	4n0h_F	Exact ID match
DIRECT	4N0N-A	4N0N-A	4n0n_A	Exact ID match
DIRECT	4N14-A	4N14-A	4n14_A	Exact ID match
DIRECT	4N18-A	4N18-A	4n18_A	Exact ID match
DIRECT	4N1A-A	4N1A-A	4n1a_A	Exact ID match
DIRECT	4N1D-A	4N1D-A	4n1d_A	Exact ID match
DIRECT	4N1I-A	4N1I-A	4n1i_A	Exact ID match
DIRECT	4N1Y-A	4N1Y-A	4n1y_A	Exact ID match
DIRECT	4N2P-A	4N2P-A	4n2p_A	Exact ID match
DIRECT	4N30-A	4N30-A	4n30_A	Exact ID match
DIRECT	4N31-A	4N31-A	4n31_A	Exact ID match
DIRECT	4N3G-A	4N3G-A	4n3g_A	Exact ID match
DIRECT	4N3O-A	4N3O-A	4n3o_A	Exact ID match
DIRECT	4N40-A	4N40-A	4n40_A	Exact ID match
DIRECT	4N44-A	4N44-A	4n44_A	Exact ID match
DIRECT	4N48-A	4N48-A	4n48_A	Exact ID match
DIRECT	4N4R-A	4N4R-A	4n4r_A	Exact ID match
DIRECT	4N4R-B	4N4R-B	4n4r_B	Exact ID match
DIRECT	4N4U-A	4N4U-A	4n4u_A	Exact ID match
DIRECT	4N56-A	4N56-A	4n56_A	Exact ID match
DIRECT	4N5A-A	4N5A-A	4n5a_A	Exact ID match
DIRECT	4N5C-A	4N5C-A	4n5c_A	Exact ID match
DIRECT	4N5F-A	4N5F-A	4n5f_A	Exact ID match
DIRECT	4N5Q-A	4N5Q-A	4n5q_A	Exact ID match
DIRECT	4N5T-A	4N5T-A	4n5t_A	Exact ID match
DIRECT	4N5X-A	4N5X-A	4n5x_A	Exact ID match
DIRECT	4N6D-A	4N6D-A	4n6d_A	Exact ID match
DIRECT	4N6L-A	4N6L-A	4n6l_A	Exact ID match
DIRECT	4N6R-B	4N6R-B	4n6r_B	Exact ID match
DIRECT	4N72-A	4N72-A	4n72_A	Exact ID match
DIRECT	4N74-A	4N74-A	4n74_A	Exact ID match
DIRECT	4N7B-A	4N7B-A	4n7b_A	Exact ID match
DIRECT	4N7R-A	4N7R-A	4n7r_A	Exact ID match
DIRECT	4N81-A	4N81-A	4n81_A	Exact ID match
DIRECT	4N8G-A	4N8G-A	4n8g_A	Exact ID match
DIRECT	4N8K-A	4N8K-A	4n8k_A	Exact ID match
DIRECT	4N8P-A	4N8P-A	4n8p_A	Exact ID match
DIRECT	4N8U-A	4N8U-A	4n8u_A	Exact ID match
DIRECT	4N8Y-A	4N8Y-A	4n8y_A	Exact ID match
DIRECT	4N91-A	4N91-A	4n91_A	Exact ID match
DIRECT	4N9N-A	4N9N-A	4n9n_A	Exact ID match
DIRECT	4NAE-B	4NAE-B	4nae_B	Exact ID match
DIRECT	4NAH-A	4NAH-A	4nah_A	Exact ID match
DIRECT	4NAO-A	4NAO-A	4nao_A	Exact ID match
DIRECT	4NAR-A	4NAR-A	4nar_A	Exact ID match
DIRECT	4NAS-A	4NAS-A	4nas_A	Exact ID match
DIRECT	4NB4-A	4NB4-A	4nb4_A	Exact ID match
DIRECT	4NB5-A	4NB5-A	4nb5_A	Exact ID match
DIRECT	4NBO-A	4NBO-A	4nbo_A	Exact ID match
DIRECT	4NBQ-A	4NBQ-A	4nbq_A	Exact ID match
DIRECT	4NBT-A	4NBT-A	4nbt_A	Exact ID match
DIRECT	4NBV-A	4NBV-A	4nbv_A	Exact ID match
DIRECT	4NC6-A	4NC6-A	4nc6_A	Exact ID match
DIRECT	4NCL-A	4NCL-A	4ncl_A	Exact ID match
DIRECT	4NCX-A	4NCX-A	4ncx_A	Exact ID match
DIRECT	4NDJ-A	4NDJ-A	4ndj_A	Exact ID match
DIRECT	4NDS-A	4NDS-A	4nds_A	Exact ID match
DIRECT	4NE3-A	4NE3-A	4ne3_A	Exact ID match
DIRECT	4NEC-A	4NEC-A	4nec_A	Exact ID match
DIRECT	4NEF-A	4NEF-A	4nef_A	Exact ID match
DIRECT	4NEG-A	4NEG-A	4neg_A	Exact ID match
DIRECT	4NEO-A	4NEO-A	4neo_A	Exact ID match
DIRECT	4NEU-A	4NEU-A	4neu_A	Exact ID match
DIRECT	4NEW-A	4NEW-A	4new_A	Exact ID match
DIRECT	4NF0-A	4NF0-A	4nf0_A	Exact ID match
DIRECT	4NF7-A	4NF7-A	4nf7_A	Exact ID match
DIRECT	4NFA-A	4NFA-A	4nfa_A	Exact ID match
DIRECT	4NFN-A	4NFN-A	4nfn_A	Exact ID match
DIRECT	4NFT-A	4NFT-A	4nft_A	Exact ID match
DIRECT	4NFU-A	4NFU-A	4nfu_A	Exact ID match
DIRECT	4NFU-B	4NFU-B	4nfu_B	Exact ID match
DIRECT	4NFY-A	4NFY-A	4nfy_A	Exact ID match
DIRECT	4NFZ-A	4NFZ-A	4nfz_A	Exact ID match
DIRECT	4NG4-A	4NG4-A	4ng4_A	Exact ID match
DIRECT	4NHB-A	4NHB-A	4nhb_A	Exact ID match
DIRECT	4NHD-A	4NHD-A	4nhd_A	Exact ID match
DIRECT	4NHO-A	4NHO-A	4nho_A	Exact ID match
DIRECT	4NHU-B	4NHU-B	4nhu_B	Exact ID match
DIRECT	4NI2-A	4NI2-A	4ni2_A	Exact ID match
DIRECT	4NI2-B	4NI2-B	4ni2_B	Exact ID match
DIRECT	4NIC-A	4NIC-A	4nic_A	Exact ID match
DIRECT	4NIF-A	4NIF-A	4nif_A	Exact ID match
DIRECT	4NJ5-A	4NJ5-A	4nj5_A	Exact ID match
DIRECT	4NJL-A	4NJL-A	4njl_A	Exact ID match
DIRECT	4NK1-A	4NK1-A	4nk1_A	Exact ID match
DIRECT	4NK3-A	4NK3-A	4nk3_A	Exact ID match
DIRECT	4NK4-A	4NK4-A	4nk4_A	Exact ID match
DIRECT	4NK7-A	4NK7-A	4nk7_A	Exact ID match
DIRECT	4NK8-A	4NK8-A	4nk8_A	Exact ID match
DIRECT	4NKJ-A	4NKJ-A	4nkj_A	Exact ID match
DIRECT	4NKQ-A	4NKQ-A	4nkq_A	Exact ID match
DIRECT	4NKQ-B	4NKQ-B	4nkq_B	Exact ID match
DIRECT	4NKR-A	4NKR-A	4nkr_A	Exact ID match
DIRECT	4NL5-A	4NL5-A	4nl5_A	Exact ID match
DIRECT	4NLC-A	4NLC-A	4nlc_A	Exact ID match
DIRECT	4NLE-A	4NLE-A	4nle_A	Exact ID match
DIRECT	4NM4-L	4NM4-L	4nm4_L	Exact ID match
DIRECT	4NML-A	4NML-A	4nml_A	Exact ID match
DIRECT	4NMN-A	4NMN-A	4nmn_A	Exact ID match
DIRECT	4NMU-A	4NMU-A	4nmu_A	Exact ID match
DIRECT	4NMW-A	4NMW-A	4nmw_A	Exact ID match
DIRECT	4NMY-A	4NMY-A	4nmy_A	Exact ID match
DIRECT	4NN1-A	4NN1-A	4nn1_A	Exact ID match
DIRECT	4NN3-A	4NN3-A	4nn3_A	Exact ID match
DIRECT	4NN5-B	4NN5-B	4nn5_B	Exact ID match
DIRECT	4NNR-A	4NNR-A	4nnr_A	Exact ID match
DIRECT	4NNZ-A	4NNZ-A	4nnz_A	Exact ID match
DIRECT	4NOI-A	4NOI-A	4noi_A	Exact ID match
DIRECT	4NOJ-A	4NOJ-A	4noj_A	Exact ID match
DIRECT	4NOX-A	4NOX-A	4nox_A	Exact ID match
DIRECT	4NOZ-A	4NOZ-A	4noz_A	Exact ID match
DIRECT	4NP6-A	4NP6-A	4np6_A	Exact ID match
DIRECT	4NPB-A	4NPB-A	4npb_A	Exact ID match
DIRECT	4NPH-A	4NPH-A	4nph_A	Exact ID match
DIRECT	4NPK-A	4NPK-A	4npk_A	Exact ID match
DIRECT	4NPL-A	4NPL-A	4npl_A	Exact ID match
DIRECT	4NPN-A	4NPN-A	4npn_A	Exact ID match
DIRECT	4NPR-A	4NPR-A	4npr_A	Exact ID match
DIRECT	4NPT-A	4NPT-A	4npt_A	Exact ID match
DIRECT	4NQ3-A	4NQ3-A	4nq3_A	Exact ID match
DIRECT	4NQ8-A	4NQ8-A	4nq8_A	Exact ID match
DIRECT	4NQA-A	4NQA-A	4nqa_A	Exact ID match
DIRECT	4NQA-B	4NQA-B	4nqa_B	Exact ID match
DIRECT	4NQG-A	4NQG-A	4nqg_A	Exact ID match
DIRECT	4NQI-A	4NQI-A	4nqi_A	Exact ID match
DIRECT	4NQQ-A	4NQQ-A	4nqq_A	Exact ID match
DIRECT	4NQW-A	4NQW-A	4nqw_A	Exact ID match
DIRECT	4NRN-A	4NRN-A	4nrn_A	Exact ID match
DIRECT	4NS1-A	4NS1-A	4ns1_A	Exact ID match
DIRECT	4NSC-A	4NSC-A	4nsc_A	Exact ID match
DIRECT	4NSL-A	4NSL-A	4nsl_A	Exact ID match
DIRECT	4NSO-B	4NSO-B	4nso_B	Exact ID match
DIRECT	4NSP-A	4NSP-A	4nsp_A	Exact ID match
DIRECT	4NSQ-A	4NSQ-A	4nsq_A	Exact ID match
DIRECT	4NST-A	4NST-A	4nst_A	Exact ID match
DIRECT	4NST-B	4NST-B	4nst_B	Exact ID match
DIRECT	4NT4-A	4NT4-A	4nt4_A	Exact ID match
DIRECT	4NTC-A	4NTC-A	4ntc_A	Exact ID match
DIRECT	4NTJ-A	4NTJ-A	4ntj_A	Exact ID match
DIRECT	4NTM-A	4NTM-A	4ntm_A	Exact ID match
DIRECT	4NTW-B	4NTW-B	4ntw_B	Exact ID match
DIRECT	4NTW-C	4NTW-C	4ntw_C	Exact ID match
DIRECT	4NTZ-A	4NTZ-A	4ntz_A	Exact ID match
DIRECT	4NU7-A	4NU7-A	4nu7_A	Exact ID match
DIRECT	4NUF-A	4NUF-A	4nuf_A	Exact ID match
DIRECT	4NUP-A	4NUP-A	4nup_A	Exact ID match
DIRECT	4NUR-A	4NUR-A	4nur_A	Exact ID match
DIRECT	4NUX-A	4NUX-A	4nux_A	Exact ID match
DIRECT	4NUY-A	4NUY-A	4nuy_A	Exact ID match
DIRECT	4NV4-A	4NV4-A	4nv4_A	Exact ID match
DIRECT	4NVQ-A	4NVQ-A	4nvq_A	Exact ID match
DIRECT	4NVR-A	4NVR-A	4nvr_A	Exact ID match
DIRECT	4NVT-A	4NVT-A	4nvt_A	Exact ID match
DIRECT	4NW3-A	4NW3-A	4nw3_A	Exact ID match
DIRECT	4NWB-A	4NWB-A	4nwb_A	Exact ID match
DIRECT	4NWK-A	4NWK-A	4nwk_A	Exact ID match
DIRECT	4NWO-A	4NWO-A	4nwo_A	Exact ID match
DIRECT	4NWO-B	4NWO-B	4nwo_B	Exact ID match
DIRECT	4NX1-A	4NX1-A	4nx1_A	Exact ID match
DIRECT	4NX8-A	4NX8-A	4nx8_A	Exact ID match
DIRECT	4NX9-A	4NX9-A	4nx9_A	Exact ID match
DIRECT	4NXP-A	4NXP-A	4nxp_A	Exact ID match
DIRECT	4NZ0-A	4NZ0-A	4nz0_A	Exact ID match
DIRECT	4NZJ-A	4NZJ-A	4nzj_A	Exact ID match
DIRECT	4NZL-B	4NZL-B	4nzl_B	Exact ID match
DIRECT	4NZP-A	4NZP-A	4nzp_A	Exact ID match
DIRECT	4NZS-A	4NZS-A	4nzs_A	Exact ID match
DIRECT	4NZZ-A	4NZZ-A	4nzz_A	Exact ID match
DIRECT	4O06-A	4O06-A	4o06_A	Exact ID match
DIRECT	4O0M-A	4O0M-A	4o0m_A	Exact ID match
DIRECT	4O1J-A	4O1J-A	4o1j_A	Exact ID match
DIRECT	4O1K-A	4O1K-A	4o1k_A	Exact ID match
DIRECT	4O1N-A	4O1N-A	4o1n_A	Exact ID match
DIRECT	4O1O-A	4O1O-A	4o1o_A	Exact ID match
DIRECT	4O1R-A	4O1R-A	4o1r_A	Exact ID match
DIRECT	4O1S-A	4O1S-A	4o1s_A	Exact ID match
DIRECT	4O1W-A	4O1W-A	4o1w_A	Exact ID match
DIRECT	4O23-A	4O23-A	4o23_A	Exact ID match
DIRECT	4O26-A	4O26-A	4o26_A	Exact ID match
DIRECT	4O29-A	4O29-A	4o29_A	Exact ID match
DIRECT	4O2H-A	4O2H-A	4o2h_A	Exact ID match
DIRECT	4O2Z-A	4O2Z-A	4o2z_A	Exact ID match
DIRECT	4O47-A	4O47-A	4o47_A	Exact ID match
DIRECT	4O4O-A	4O4O-A	4o4o_A	Exact ID match
DIRECT	4O5A-A	4O5A-A	4o5a_A	Exact ID match
DIRECT	4O5M-A	4O5M-A	4o5m_A	Exact ID match
DIRECT	4O5V-A	4O5V-A	4o5v_A	Exact ID match
DIRECT	4O6R-A	4O6R-A	4o6r_A	Exact ID match
DIRECT	4O6X-A	4O6X-A	4o6x_A	Exact ID match
DIRECT	4O6Y-A	4O6Y-A	4o6y_A	Exact ID match
DIRECT	4O7O-A	4O7O-A	4o7o_A	Exact ID match
DIRECT	4O8M-A	4O8M-A	4o8m_A	Exact ID match
DIRECT	4O8Q-A	4O8Q-A	4o8q_A	Exact ID match
DIRECT	4O8V-A	4O8V-A	4o8v_A	Exact ID match
DIRECT	4O94-A	4O94-A	4o94_A	Exact ID match
DIRECT	4O9A-A	4O9A-A	4o9a_A	Exact ID match
DIRECT	4O9B-A	4O9B-A	4o9b_A	Exact ID match
DIRECT	4O9I-X	4O9I-X	4o9i_X	Exact ID match
DIRECT	4O9R-A	4O9R-A	4o9r_A	Exact ID match
DIRECT	4O9U-B	4O9U-B	4o9u_B	Exact ID match
DIRECT	4OA5-A	4OA5-A	4oa5_A	Exact ID match
DIRECT	4OAN-A	4OAN-A	4oan_A	Exact ID match
DIRECT	4OAQ-A	4OAQ-A	4oaq_A	Exact ID match
DIRECT	4OAY-A	4OAY-A	4oay_A	Exact ID match
DIRECT	4OB1-A	4OB1-A	4ob1_A	Exact ID match
DIRECT	4OB3-A	4OB3-A	4ob3_A	Exact ID match
DIRECT	4OC7-A	4OC7-A	4oc7_A	Exact ID match
DIRECT	4OC8-A	4OC8-A	4oc8_A	Exact ID match
DIRECT	4OC9-A	4OC9-A	4oc9_A	Exact ID match
DIRECT	4OCF-A	4OCF-A	4ocf_A	Exact ID match
DIRECT	4OCI-A	4OCI-A	4oci_A	Exact ID match
DIRECT	4ODB-A	4ODB-A	4odb_A	Exact ID match
DIRECT	4ODI-A	4ODI-A	4odi_A	Exact ID match
DIRECT	4ODP-A	4ODP-A	4odp_A	Exact ID match
DIRECT	4OEC-A	4OEC-A	4oec_A	Exact ID match
DIRECT	4OEL-A	4OEL-A	4oel_A	Exact ID match
DIRECT	4OEN-A	4OEN-A	4oen_A	Exact ID match
DIRECT	4OEP-A	4OEP-A	4oep_A	Exact ID match
DIRECT	4OFL-A	4OFL-A	4ofl_A	Exact ID match
DIRECT	4OFS-A	4OFS-A	4ofs_A	Exact ID match
DIRECT	4OFW-A	4OFW-A	4ofw_A	Exact ID match
DIRECT	4OFX-A	4OFX-A	4ofx_A	Exact ID match
DIRECT	4OFZ-A	4OFZ-A	4ofz_A	Exact ID match
DIRECT	4OGD-A	4OGD-A	4ogd_A	Exact ID match
DIRECT	4OGQ-C	4OGQ-C	4ogq_C	Exact ID match
DIRECT	4OGZ-A	4OGZ-A	4ogz_A	Exact ID match
DIRECT	4OH0-A	4OH0-A	4oh0_A	Exact ID match
DIRECT	4OH1-A	4OH1-A	4oh1_A	Exact ID match
DIRECT	4OH7-A	4OH7-A	4oh7_A	Exact ID match
DIRECT	4OHC-A	4OHC-A	4ohc_A	Exact ID match
DIRECT	4OHJ-A	4OHJ-A	4ohj_A	Exact ID match
DIRECT	4OHQ-A	4OHQ-A	4ohq_A	Exact ID match
DIRECT	4OIC-B	4OIC-B	4oic_B	Exact ID match
DIRECT	4OIW-A	4OIW-A	4oiw_A	Exact ID match
DIRECT	4OIY-A	4OIY-A	4oiy_A	Exact ID match
DIRECT	4OJA-A	4OJA-A	4oja_A	Exact ID match
DIRECT	4OJV-A	4OJV-A	4ojv_A	Exact ID match
DIRECT	4OJY-A	4OJY-A	4ojy_A	Exact ID match
DIRECT	4OK7-A	4OK7-A	4ok7_A	Exact ID match
DIRECT	4OK9-A	4OK9-A	4ok9_A	Exact ID match
DIRECT	4OKH-A	4OKH-A	4okh_A	Exact ID match
DIRECT	4OKY-C	4OKY-C	4oky_C	Exact ID match
DIRECT	4OL9-A	4OL9-A	4ol9_A	Exact ID match
DIRECT	4OLE-A	4OLE-A	4ole_A	Exact ID match
DIRECT	4OLI-A	4OLI-A	4oli_A	Exact ID match
DIRECT	4OLN-A	4OLN-A	4oln_A	Exact ID match
DIRECT	4OLS-A	4OLS-A	4ols_A	Exact ID match
DIRECT	4OM3-A	4OM3-A	4om3_A	Exact ID match
DIRECT	4OM8-A	4OM8-A	4om8_A	Exact ID match
DIRECT	4OM9-A	4OM9-A	4om9_A	Exact ID match
DIRECT	4OMU-A	4OMU-A	4omu_A	Exact ID match
DIRECT	4ON1-A	4ON1-A	4on1_A	Exact ID match
DIRECT	4ON9-A	4ON9-A	4on9_A	Exact ID match
DIRECT	4ONJ-A	4ONJ-A	4onj_A	Exact ID match
DIRECT	4ONS-A	4ONS-A	4ons_A	Exact ID match
DIRECT	4ONS-B	4ONS-B	4ons_B	Exact ID match
DIRECT	4ONW-A	4ONW-A	4onw_A	Exact ID match
DIRECT	4ONY-A	4ONY-A	4ony_A	Exact ID match
DIRECT	4OO0-A	4OO0-A	4oo0_A	Exact ID match
DIRECT	4OO1-B	4OO1-B	4oo1_B	Exact ID match
DIRECT	4OO1-C	4OO1-C	4oo1_C	Exact ID match
DIRECT	4OO1-H	4OO1-H	4oo1_H	Exact ID match
DIRECT	4OO2-A	4OO2-A	4oo2_A	Exact ID match
DIRECT	4OO7-A	4OO7-A	4oo7_A	Exact ID match
DIRECT	4OOG-C	4OOG-C	4oog_C	Exact ID match
DIRECT	4OPH-A	4OPH-A	4oph_A	Exact ID match
DIRECT	4OQJ-A	4OQJ-A	4oqj_A	Exact ID match
DIRECT	4OQR-A	4OQR-A	4oqr_A	Exact ID match
DIRECT	4OQS-A	4OQS-A	4oqs_A	Exact ID match
DIRECT	4OQY-A	4OQY-A	4oqy_A	Exact ID match
DIRECT	4OQZ-A	4OQZ-A	4oqz_A	Exact ID match
DIRECT	4OR2-A	4OR2-A	4or2_A	Exact ID match
DIRECT	4OR8-A	4OR8-A	4or8_A	Exact ID match
DIRECT	4ORD-A	4ORD-A	4ord_A	Exact ID match
DIRECT	4ORF-A	4ORF-A	4orf_A	Exact ID match
DIRECT	4ORN-A	4ORN-A	4orn_A	Exact ID match
DIRECT	4ORZ-B	4ORZ-B	4orz_B	Exact ID match
DIRECT	4OT9-A	4OT9-A	4ot9_A	Exact ID match
DIRECT	4OTD-A	4OTD-A	4otd_A	Exact ID match
DIRECT	4OTP-A	4OTP-A	4otp_A	Exact ID match
DIRECT	4OTV-A	4OTV-A	4otv_A	Exact ID match
DIRECT	4OUA-B	4OUA-B	4oua_B	Exact ID match
DIRECT	4OUD-B	4OUD-B	4oud_B	Exact ID match
DIRECT	4OUN-A	4OUN-A	4oun_A	Exact ID match
DIRECT	4OUR-B	4OUR-B	4our_B	Exact ID match
DIRECT	4OV4-A	4OV4-A	4ov4_A	Exact ID match
DIRECT	4OVQ-A	4OVQ-A	4ovq_A	Exact ID match
DIRECT	4OVR-A	4OVR-A	4ovr_A	Exact ID match
DIRECT	4OVS-A	4OVS-A	4ovs_A	Exact ID match
DIRECT	4OVT-A	4OVT-A	4ovt_A	Exact ID match
DIRECT	4OX0-A	4OX0-A	4ox0_A	Exact ID match
DIRECT	4OX3-A	4OX3-A	4ox3_A	Exact ID match
DIRECT	4OXP-A	4OXP-A	4oxp_A	Exact ID match
DIRECT	4OXW-A	4OXW-A	4oxw_A	Exact ID match
DIRECT	4OXX-A	4OXX-A	4oxx_A	Exact ID match
DIRECT	4OY2-B	4OY2-B	4oy2_B	Exact ID match
DIRECT	4OY6-A	4OY6-A	4oy6_A	Exact ID match
DIRECT	4OYC-A	4OYC-A	4oyc_A	Exact ID match
DIRECT	4OYJ-A	4OYJ-A	4oyj_A	Exact ID match
DIRECT	4OYY-A	4OYY-A	4oyy_A	Exact ID match
DIRECT	4OZ5-A	4OZ5-A	4oz5_A	Exact ID match
DIRECT	4OZQ-A	4OZQ-A	4ozq_A	Exact ID match
DIRECT	4OZR-E	4OZR-E	4ozr_E	Exact ID match
DIRECT	4OZT-E	4OZT-E	4ozt_E	Exact ID match
DIRECT	4OZT-U	4OZT-U	4ozt_U	Exact ID match
DIRECT	4OZV-A	4OZV-A	4ozv_A	Exact ID match
DIRECT	4OZX-A	4OZX-A	4ozx_A	Exact ID match
DIRECT	4P0E-A	4P0E-A	4p0e_A	Exact ID match
DIRECT	4P0J-A	4P0J-A	4p0j_A	Exact ID match
DIRECT	4P0K-A	4P0K-A	4p0k_A	Exact ID match
DIRECT	4P0P-B	4P0P-B	4p0p_B	Exact ID match
DIRECT	4P0T-A	4P0T-A	4p0t_A	Exact ID match
DIRECT	4P1C-H	4P1C-H	4p1c_H	Exact ID match
DIRECT	4P1E-A	4P1E-A	4p1e_A	Exact ID match
DIRECT	4P1N-A	4P1N-A	4p1n_A	Exact ID match
DIRECT	4P1T-A	4P1T-A	4p1t_A	Exact ID match
DIRECT	4P1W-B	4P1W-B	4p1w_B	Exact ID match
DIRECT	4P1X-A	4P1X-A	4p1x_A	Exact ID match
DIRECT	4P1X-B	4P1X-B	4p1x_B	Exact ID match
DIRECT	4P1Z-A	4P1Z-A	4p1z_A	Exact ID match
DIRECT	4P22-A	4P22-A	4p22_A	Exact ID match
DIRECT	4P23-D	4P23-D	4p23_D	Exact ID match
DIRECT	4P2B-A	4P2B-A	4p2b_A	Exact ID match
DIRECT	4P2C-A	4P2C-A	4p2c_A	Exact ID match
DIRECT	4P2F-A	4P2F-A	4p2f_A	Exact ID match
DIRECT	4P2M-A	4P2M-A	4p2m_A	Exact ID match
DIRECT	4P2O-A	4P2O-A	4p2o_A	Exact ID match
DIRECT	4P39-A	4P39-A	4p39_A	Exact ID match
DIRECT	4P3G-A	4P3G-A	4p3g_A	Exact ID match
DIRECT	4P3K-A	4P3K-A	4p3k_A	Exact ID match
DIRECT	4P3M-A	4P3M-A	4p3m_A	Exact ID match
DIRECT	4P3Y-B	4P3Y-B	4p3y_B	Exact ID match
DIRECT	4P42-A	4P42-A	4p42_A	Exact ID match
DIRECT	4P47-A	4P47-A	4p47_A	Exact ID match
DIRECT	4P4M-A	4P4M-A	4p4m_A	Exact ID match
DIRECT	4P4S-B	4P4S-B	4p4s_B	Exact ID match
DIRECT	4P52-A	4P52-A	4p52_A	Exact ID match
DIRECT	4P53-A	4P53-A	4p53_A	Exact ID match
DIRECT	4P56-A	4P56-A	4p56_A	Exact ID match
DIRECT	4P5E-A	4P5E-A	4p5e_A	Exact ID match
DIRECT	4P5X-A	4P5X-A	4p5x_A	Exact ID match
DIRECT	4P6E-A	4P6E-A	4p6e_A	Exact ID match
DIRECT	4P6V-A	4P6V-A	4p6v_A	Exact ID match
DIRECT	4P6V-B	4P6V-B	4p6v_B	Exact ID match
DIRECT	4P6V-C	4P6V-C	4p6v_C	Exact ID match
DIRECT	4P6V-D	4P6V-D	4p6v_D	Exact ID match
DIRECT	4P6V-E	4P6V-E	4p6v_E	Exact ID match
DIRECT	4P6V-F	4P6V-F	4p6v_F	Exact ID match
DIRECT	4P6Z-B	4P6Z-B	4p6z_B	Exact ID match
DIRECT	4P6Z-S	4P6Z-S	4p6z_S	Exact ID match
DIRECT	4P6Z-V	4P6Z-V	4p6z_V	Exact ID match
DIRECT	4P71-A	4P71-A	4p71_A	Exact ID match
DIRECT	4P71-C	4P71-C	4p71_C	Exact ID match
DIRECT	4P78-C	4P78-C	4p78_C	Exact ID match
DIRECT	4P79-A	4P79-A	4p79_A	Exact ID match
DIRECT	4P7A-A	4P7A-A	4p7a_A	Exact ID match
DIRECT	4P7W-A	4P7W-A	4p7w_A	Exact ID match
DIRECT	4P80-A	4P80-A	4p80_A	Exact ID match
DIRECT	4P83-A	4P83-A	4p83_A	Exact ID match
DIRECT	4P8B-A	4P8B-A	4p8b_A	Exact ID match
DIRECT	4P8I-A	4P8I-A	4p8i_A	Exact ID match
DIRECT	4P8R-A	4P8R-A	4p8r_A	Exact ID match
DIRECT	4P8U-A	4P8U-A	4p8u_A	Exact ID match
DIRECT	4P98-A	4P98-A	4p98_A	Exact ID match
DIRECT	4P9A-A	4P9A-A	4p9a_A	Exact ID match
DIRECT	4P9F-A	4P9F-A	4p9f_A	Exact ID match
DIRECT	4P9K-A	4P9K-A	4p9k_A	Exact ID match
DIRECT	4PA1-A	4PA1-A	4pa1_A	Exact ID match
DIRECT	4PA8-A	4PA8-A	4pa8_A	Exact ID match
DIRECT	4PAF-A	4PAF-A	4paf_A	Exact ID match
DIRECT	4PAW-A	4PAW-A	4paw_A	Exact ID match
DIRECT	4PBC-A	4PBC-A	4pbc_A	Exact ID match
DIRECT	4PBO-A	4PBO-A	4pbo_A	Exact ID match
DIRECT	4PBQ-A	4PBQ-A	4pbq_A	Exact ID match
DIRECT	4PBV-A	4PBV-A	4pbv_A	Exact ID match
DIRECT	4PCG-A	4PCG-A	4pcg_A	Exact ID match
DIRECT	4PCH-A	4PCH-A	4pch_A	Exact ID match
DIRECT	4PCK-A	4PCK-A	4pck_A	Exact ID match
DIRECT	4PCQ-A	4PCQ-A	4pcq_A	Exact ID match
DIRECT	4PCW-A	4PCW-A	4pcw_A	Exact ID match
DIRECT	4PD2-A	4PD2-A	4pd2_A	Exact ID match
DIRECT	4PDB-A	4PDB-A	4pdb_A	Exact ID match
DIRECT	4PDD-A	4PDD-A	4pdd_A	Exact ID match
DIRECT	4PDH-A	4PDH-A	4pdh_A	Exact ID match
DIRECT	4PE3-A	4PE3-A	4pe3_A	Exact ID match
DIRECT	4PE5-B	4PE5-B	4pe5_B	Exact ID match
DIRECT	4PEL-B	4PEL-B	4pel_B	Exact ID match
DIRECT	4PEM-A	4PEM-A	4pem_A	Exact ID match
DIRECT	4PEQ-B	4PEQ-B	4peq_B	Exact ID match
DIRECT	4PER-B	4PER-B	4per_B	Exact ID match
DIRECT	4PET-A	4PET-A	4pet_A	Exact ID match
DIRECT	4PEV-A	4PEV-A	4pev_A	Exact ID match
DIRECT	4PF1-A	4PF1-A	4pf1_A	Exact ID match
DIRECT	4PF6-A	4PF6-A	4pf6_A	Exact ID match
DIRECT	4PF8-A	4PF8-A	4pf8_A	Exact ID match
DIRECT	4PFB-A	4PFB-A	4pfb_A	Exact ID match
DIRECT	4PFE-A	4PFE-A	4pfe_A	Exact ID match
DIRECT	4PFI-A	4PFI-A	4pfi_A	Exact ID match
DIRECT	4PFM-A	4PFM-A	4pfm_A	Exact ID match
DIRECT	4PFQ-A	4PFQ-A	4pfq_A	Exact ID match
DIRECT	4PFR-A	4PFR-A	4pfr_A	Exact ID match
