id	subset	subtracted_length	sequence_length	query_length	num_sequences
3TVJ-A	train_pdbch	0	86	86	256
3TU8-A	train_pdbch	0	210	210	37
3TV2-A	train_pdbch	0	459	459	256
3TVA-A	train_pdbch	0	290	290	256
3TVI-A	train_pdbch	0	446	446	256
3TUU-A	train_pdbch	0	346	346	256
3TW5-A	train_pdbch	0	367	367	256
3TW9-A	train_pdbch	0	442	442	256
3TX1-A	train_pdbch	0	322	322	256
3TW8-A	train_pdbch	0	391	391	256
3TX2-A	train_pdbch	0	251	251	256
3TWL-A	train_pdbch	0	310	310	256
3TWO-A	train_pdbch	0	348	348	256
3TWD-A	train_pdbch	0	222	222	256
3TX3-A	train_pdbch	0	249	249	256
3TX7-B	train_pdbch	0	352	352	256
3TXM-A	train_pdbch	0	394	394	256
3TXV-A	train_pdbch	0	450	450	256
3TY2-A	train_pdbch	0	261	261	256
3TX8-A	train_pdbch	0	369	369	256
3TY3-A	train_pdbch	0	366	366	256
3TXO-A	train_pdbch	0	353	353	256
3TY6-A	train_pdbch	0	183	183	256
3TY7-A	train_pdbch	0	478	478	256
3TZ1-A	train_pdbch	0	74	74	256
3TYS-A	train_pdbch	0	88	88	256
3TYK-A	train_pdbch	0	362	362	256
3TYW-A	train_pdbch	0	417	417	256
3TYG-L	train_pdbch	0	211	211	256
3TYG-A	train_pdbch	0	199	199	256
3TZ6-A	train_pdbch	0	344	344	256
3TZL-A	train_pdbch	0	322	322	256
3TZE-A	train_pdbch	0	406	406	256
3U0A-A	train_pdbch	0	285	285	256
3U0C-A	train_pdbch	0	201	201	189
3U04-A	train_pdbch	0	190	190	256
3U0E-A	train_pdbch	0	428	428	256
3TZT-A	train_pdbch	0	276	276	256
3TZU-A	train_pdbch	0	137	137	256
3U0M-A	train_pdbch	-2	232	230	256
3U0R-A	train_pdbch	0	507	507	256
3U0W-L	train_pdbch	0	214	214	256
3U1H-A	train_pdbch	0	390	390	256
3U0W-H	train_pdbch	0	216	216	256
3U1M-A	train_pdbch	0	240	240	256
3U14-A	train_pdbch	0	535	535	256
3U1R-A	train_pdbch	0	480	480	256
3U1K-A	train_pdbch	0	630	630	256
3U1V-A	train_pdbch	0	338	338	256
3U21-A	train_pdbch	0	127	127	256
3U27-C	train_pdbch	0	220	220	256
3U2P-A	train_pdbch	0	497	497	256
3U2O-A	train_pdbch	0	395	395	256
3U31-A	train_pdbch	0	290	290	256
3U2S-G	train_pdbch	0	124	124	256
3U2R-A	train_pdbch	0	168	168	256
3U37-A	train_pdbch	0	408	408	256
3U33-A	train_pdbch	0	541	541	256
3U3B-A	train_pdbch	0	113	113	256
3U43-A	train_pdbch	0	94	94	256
3U4G-A	train_pdbch	0	337	337	256
3U4E-G	train_pdbch	0	124	124	256
3U4J-A	train_pdbch	0	528	528	256
3U52-C	train_pdbch	0	333	333	256
3U48-A	train_pdbch	0	775	775	256
3U5T-A	train_pdbch	0	267	267	256
3U62-A	train_pdbch	0	253	253	256
3U5Z-A	train_pdbch	0	199	199	256
3U5Z-B	train_pdbch	0	324	324	256
3U6N-A	train_pdbch	0	696	696	256
3U5V-A	train_pdbch	0	76	76	256
3U7B-A	train_pdbch	0	327	327	256
3U7S-A	train_pdbch	0	99	99	256
3U7J-A	train_pdbch	0	239	239	256
3U6Y-A	train_pdbch	0	102	102	256
3U71-A	train_pdbch	0	99	99	256
3U80-A	train_pdbch	0	151	151	256
3U7V-A	train_pdbch	0	552	552	256
3U82-A	train_pdbch	0	291	291	50
3U88-M	train_pdbch	0	75	75	45
3U8V-A	train_pdbch	0	93	93	256
3U9L-A	train_pdbch	0	324	324	256
3U95-A	train_pdbch	0	477	477	256
3U9U-E	train_pdbch	0	625	625	256
3UAI-A	train_pdbch	0	400	400	256
3U9I-A	train_pdbch	0	393	393	256
3UAN-A	train_pdbch	0	269	269	256
3UAI-C	train_pdbch	0	114	114	256
3UB0-A	train_pdbch	0	199	199	60
3UAY-A	train_pdbch	0	235	235	256
3UAR-A	train_pdbch	0	227	227	256
3UAU-A	train_pdbch	0	379	379	24
3UAJ-B	train_pdbch	0	433	433	168
3UB0-B	train_pdbch	0	87	87	55
3UBL-A	train_pdbch	0	242	242	256
3UBM-A	train_pdbch	0	456	456	256
3UBH-A	train_pdbch	0	419	419	256
3UB5-P	train_pdbch	0	140	140	256
3UBG-A	train_pdbch	0	316	316	256
3UBO-A	train_pdbch	0	354	354	256
3U8P-A	train_pdbch	-2	349	347	256
3UBR-A	train_pdbch	0	439	439	256
3UBU-B	train_pdbch	0	126	126	256
3UC9-A	train_pdbch	0	233	233	256
3UBU-A	train_pdbch	0	131	131	256
3UC0-A	train_pdbch	0	165	165	153
3UCH-A	train_pdbch	0	174	174	256
3UCF-A	train_pdbch	0	223	223	256
3UCA-A	train_pdbch	0	324	324	256
3UCK-A	train_pdbch	0	227	227	256
3UDB-A	train_pdbch	0	317	317	256
3UD6-A	train_pdbch	0	258	258	256
3UDO-A	train_pdbch	0	361	361	256
3UE9-A	train_pdbch	0	452	452	256
3UE1-A	train_pdbch	0	731	731	256
3UE5-B	train_pdbch	0	66	66	256
3UE3-A	train_pdbch	0	554	554	256
3UEM-A	train_pdbch	0	361	361	256
3UEK-A	train_pdbch	0	588	588	256
3UER-A	train_pdbch	0	655	655	256
3UEP-A	train_pdbch	0	96	96	256
3UEY-A	train_pdbch	0	65	65	256
3UF0-A	train_pdbch	0	273	273	256
3UEZ-A	train_pdbch	0	208	208	256
3UF1-A	train_pdbch	0	119	119	256
3UF5-A	train_pdbch	0	153	153	134
3UF6-A	train_pdbch	0	291	291	256
3UF7-A	train_pdbch	0	237	237	256
3UFB-A	train_pdbch	0	530	530	256
3UFE-A	train_pdbch	0	111	111	256
3UFC-X	train_pdbch	0	243	243	256
3UFX-B	train_pdbch	0	397	397	256
3UG4-A	train_pdbch	0	504	504	256
3UFM-A	train_pdbch	0	255	255	256
3UG7-A	train_pdbch	0	349	349	256
3UGS-B	train_pdbch	0	225	225	256
3UGP-A	train_pdbch	0	245	245	256
3UGV-A	train_pdbch	0	390	390	256
3UF2-A	train_pdbch	0	153	153	172
3UHP-A	train_pdbch	0	274	274	256
3UGH-A	train_pdbch	0	546	546	256
3UHJ-A	train_pdbch	0	387	387	256
3UI2-A	train_pdbch	0	244	244	256
3UI3-A	train_pdbch	0	160	160	256
3UJ1-A	train_pdbch	0	110	110	256
3UIE-A	train_pdbch	0	200	200	256
3UIW-A	train_pdbch	0	154	154	256
3UJ2-A	train_pdbch	0	449	449	256
3UIU-A	train_pdbch	0	306	306	256
3UIM-A	train_pdbch	0	326	326	256
3UJ3-X	train_pdbch	0	193	193	256
3UJH-A	train_pdbch	0	567	567	256
3UJO-A	train_pdbch	0	281	281	256
3UKN-A	train_pdbch	0	212	212	256
3UK2-A	train_pdbch	0	283	283	256
3UKM-A	train_pdbch	0	280	280	256
3UL3-B	train_pdbch	0	128	128	256
3UJZ-A	train_pdbch	0	869	869	256
3UKR-G	train_pdbch	0	151	151	256
3UL4-A	train_pdbch	0	157	157	256
3UL6-A	train_pdbch	0	139	139	256
3ULE-B	train_pdbch	0	394	394	256
3ULR-B	train_pdbch	0	65	65	256
3ULQ-B	train_pdbch	0	90	90	256
3ULL-A	train_pdbch	0	132	132	256
3ULU-A	train_pdbch	0	694	694	256
3ULP-A	train_pdbch	0	124	124	256
3UM1-B	train_pdbch	0	69	69	256
3ULX-A	train_pdbch	0	174	174	256
3UM3-B	train_pdbch	0	104	104	256
3UMH-A	train_pdbch	0	211	211	256
3UMA-A	train_pdbch	0	184	184	256
3UM3-A	train_pdbch	0	411	411	256
3UMF-A	train_pdbch	0	217	217	256
3UMQ-A	train_pdbch	0	171	171	256
3UN1-A	train_pdbch	0	260	260	256
3UND-A	train_pdbch	0	285	285	256
3UNH-H	train_pdbch	0	234	234	256
3UNF-K	train_pdbch	0	204	204	256
3UNP-A	train_pdbch	0	203	203	256
3UNB-K	train_pdbch	0	205	205	256
3UOF-A	train_pdbch	0	161	161	256
3UNF-N	train_pdbch	0	199	199	256
3UPA-A	train_pdbch	0	107	107	256
3UON-A	train_pdbch	0	467	467	256
3UP0-A	train_pdbch	0	243	243	256
3UP8-A	train_pdbch	0	298	298	256
3UPG-A	train_pdbch	0	338	338	256
3UP5-A	train_pdbch	0	545	545	256
3UPC-A	train_pdbch	0	113	113	256
3UOG-A	train_pdbch	0	363	363	256
3UQ9-A	train_pdbch	0	372	372	256
3UPP-A	train_pdbch	0	462	462	256
3UPY-A	train_pdbch	0	445	445	256
3UQI-A	train_pdbch	0	108	108	256
3UR1-C	train_pdbch	0	85	85	256
3UPS-A	train_pdbch	0	136	136	256
3UPU-A	train_pdbch	0	459	459	256
3UQZ-A	train_pdbch	0	288	288	256
3US6-A	train_pdbch	0	153	153	256
3UR7-A	train_pdbch	0	323	323	256
3US1-A	train_pdbch	0	203	203	256
3URH-A	train_pdbch	0	491	491	256
3US8-A	train_pdbch	0	427	427	256
3US9-A	train_pdbch	0	295	295	256
3URR-A	train_pdbch	0	153	153	256
3USY-A	train_pdbch	0	234	234	256
3UTK-A	train_pdbch	0	133	133	170
3UTM-C	train_pdbch	0	83	83	256
3UU2-A	train_pdbch	0	357	357	256
3UVE-A	train_pdbch	0	286	286	256
3UTN-X	train_pdbch	0	327	327	256
3UVF-A	train_pdbch	0	255	255	256
3USZ-A	train_pdbch	0	822	822	256
3UVA-A	train_pdbch	0	424	424	256
3UW3-A	train_pdbch	0	377	377	256
3UW2-A	train_pdbch	0	485	485	256
3UWO-A	train_pdbch	0	220	220	256
3UWC-A	train_pdbch	0	374	374	256
3UWD-A	train_pdbch	0	394	394	256
3UWP-A	train_pdbch	0	438	438	256
3UW0-A	train_pdbch	0	364	364	256
3UVV-A	train_pdbch	0	265	265	256
3UWQ-A	train_pdbch	0	255	255	256
3UWW-A	train_pdbch	0	261	261	256
3UX1-A	train_pdbch	0	518	518	256
3UX2-A	train_pdbch	0	130	130	256
3UX8-A	train_pdbch	0	670	670	256
3UXA-A	train_pdbch	0	252	252	256
3UXL-A	train_pdbch	0	383	383	256
3UX7-A	train_pdbch	0	122	122	256
3UXF-A	train_pdbch	0	488	488	256
3UY5-A	train_pdbch	0	428	428	256
3UY4-A	train_pdbch	0	285	285	256
3UXU-A	train_pdbch	0	169	169	256
3UZU-A	train_pdbch	0	279	279	256
3V03-A	train_pdbch	0	583	583	256
3UYV-A	train_pdbch	0	241	241	256
3UYY-A	train_pdbch	0	358	358	256
3UZ5-A	train_pdbch	0	252	252	256
3V05-A	train_pdbch	0	218	218	256
3V10-A	train_pdbch	0	321	321	256
3V0J-A	train_pdbch	0	334	334	256
3V1K-A	train_pdbch	0	286	286	256
3V1X-A	train_pdbch	0	461	461	256
3V2A-R	train_pdbch	0	772	772	256
3V1Z-A	train_pdbch	0	293	293	256
3V1O-A	train_pdbch	0	180	180	256
3V2I-A	train_pdbch	0	222	222	256
3V2H-A	train_pdbch	0	281	281	256
3V2Y-A	train_pdbch	0	520	520	256
3V3L-A	train_pdbch	0	85	85	256
3V3W-A	train_pdbch	0	424	424	256
3V42-A	train_pdbch	0	226	226	256
3V43-A	train_pdbch	0	112	112	256
3V3T-A	train_pdbch	0	360	360	256
3V44-A	train_pdbch	0	407	407	256
3V47-C	train_pdbch	0	425	425	256
3V48-A	train_pdbch	0	268	268	256
3V4C-A	train_pdbch	0	528	528	256
3V4O-A	train_pdbch	0	245	245	256
3V4D-A	train_pdbch	0	134	134	256
3V4J-A	train_pdbch	0	207	207	256
3V4G-A	train_pdbch	0	180	180	256
3V53-A	train_pdbch	0	119	119	256
3V57-A	train_pdbch	0	164	164	256
3V4P-A	train_pdbch	0	597	597	256
3V4P-B	train_pdbch	0	503	503	256
3V5Q-A	train_pdbch	0	297	297	256
3V58-B	train_pdbch	0	177	177	256
3V5S-A	train_pdbch	0	320	320	256
3V62-A	train_pdbch	0	84	84	256
3V5R-A	train_pdbch	0	505	505	256
3V65-B	train_pdbch	0	386	386	256
3V69-A	train_pdbch	0	140	140	173
3V64-C	train_pdbch	0	349	349	256
3V6O-A	train_pdbch	0	206	206	256
3V70-A	train_pdbch	0	247	247	256
3V6B-A	train_pdbch	0	137	137	256
3V71-A	train_pdbch	0	382	382	256
3V6Z-E	train_pdbch	0	159	159	236
3V74-A	train_pdbch	0	413	413	256
3V7C-A	train_pdbch	0	329	329	256
3V75-A	train_pdbch	0	301	301	256
3V7N-A	train_pdbch	0	487	487	256
3V7O-A	train_pdbch	0	227	227	256
3V7Q-A	train_pdbch	0	101	101	256
3V7F-A	train_pdbch	0	224	224	256
3V7P-A	train_pdbch	0	427	427	256
3V7Z-A	train_pdbch	0	326	326	256
3V91-A	train_pdbch	0	291	291	256
3V8U-A	train_pdbch	0	717	717	256
3V8N-A	train_pdbch	0	272	272	256
3V8H-A	train_pdbch	0	327	327	256
3V8V-A	train_pdbch	0	702	702	256
3V8B-A	train_pdbch	0	283	283	256
3V9C-A	train_pdbch	0	499	499	256
3V8X-A	train_pdbch	0	904	904	256
3V9P-A	train_pdbch	0	227	227	256
3V9R-A	train_pdbch	0	90	90	256
3V9R-B	train_pdbch	0	88	88	256
3V9O-A	train_pdbch	0	143	143	256
3VA2-C	train_pdbch	0	322	322	256
3VAT-A	train_pdbch	0	496	496	256
3VAB-A	train_pdbch	0	443	443	256
3V9M-A	train_pdbch	0	118	118	256
3VBA-A	train_pdbch	0	176	176	256
3VBZ-A	train_pdbch	0	118	118	256
3VBC-A	train_pdbch	0	162	162	256
3VBE-A	train_pdbch	0	344	344	256
3VC2-A	train_pdbch	0	312	312	256
3VCM-A	train_pdbch	0	335	335	256
3VCN-A	train_pdbch	0	425	425	256
3VC0-A	train_pdbch	0	118	118	256
3VD8-A	train_pdbch	0	489	489	256
3VCY-A	train_pdbch	0	430	430	256
3VCX-A	train_pdbch	0	164	164	256
3VCO-A	train_pdbch	0	201	201	256
3VDP-A	train_pdbch	0	212	212	256
3VDN-B	train_pdbch	0	497	497	256
3VDI-A	train_pdbch	0	367	367	12
3VDH-A	train_pdbch	0	353	353	256
3VDY-A	train_pdbch	0	116	116	256
3VE1-A	train_pdbch	0	658	658	256
3VE5-D	train_pdbch	0	194	194	256
3VE9-A	train_pdbch	0	215	215	256
3VEW-A	train_pdbch	0	576	576	256
3VEK-C	train_pdbch	0	119	119	256
3VEA-B	train_pdbch	0	151	151	256
3VEP-D	train_pdbch	0	86	86	256
3VFC-A	train_pdbch	0	445	445	256
3VF1-A	train_pdbch	0	698	698	256
3VFI-A	train_pdbch	0	104	104	256
3VGJ-A	train_pdbch	0	373	373	256
3VGC-B	train_pdbch	0	131	131	256
3VGK-A	train_pdbch	0	321	321	256
3VHB-A	train_pdbch	0	146	146	256
3VGV-A	train_pdbch	0	141	141	256
3VH6-W	train_pdbch	0	77	77	256
3VGO-A	train_pdbch	0	394	394	256
3VHK-A	train_pdbch	0	368	368	256
3VIB-A	train_pdbch	0	210	210	256
3VHN-A	train_pdbch	0	265	265	256
3VHU-A	train_pdbch	0	294	294	256
3VHL-A	train_pdbch	0	288	288	256
3VHT-B	train_pdbch	-2	273	271	256
3VIK-A	train_pdbch	0	487	487	256
3VIU-A	train_pdbch	0	725	725	256
3VI4-A	train_pdbch	0	632	632	256
3VK5-A	train_pdbch	0	286	286	256
3VK0-A	train_pdbch	0	114	114	256
3VKQ-A	train_pdbch	0	591	591	256
3VK6-A	train_pdbch	0	101	101	256
3VKI-A	train_pdbch	0	219	219	256
3VK2-A	train_pdbch	0	398	398	256
3VLB-A	train_pdbch	0	413	413	256
3VL9-A	train_pdbch	0	229	229	256
3VM5-A	train_pdbch	0	505	505	256
3VM8-A	train_pdbch	0	190	190	256
3VLF-B	train_pdbch	0	88	88	256
3VM7-A	train_pdbch	0	492	492	256
3VMK-A	train_pdbch	0	375	375	256
3VMJ-A	train_pdbch	0	375	375	256
3VML-A	train_pdbch	0	375	375	256
3VNF-A	train_pdbch	0	216	216	9
3VN5-A	train_pdbch	0	257	257	256
3VND-A	train_pdbch	0	267	267	256
3VMQ-A	train_pdbch	0	263	263	256
3VOC-A	train_pdbch	0	419	419	256
3VNK-A	train_pdbch	0	293	293	256
3VNX-A	train_pdbch	0	204	204	256
3VLE-A	train_pdbch	0	500	500	256
3VOK-A	train_pdbch	0	189	189	256
3VOI-A	train_pdbch	0	373	373	256
3VOM-A	train_pdbch	0	398	398	256
3VOP-A	train_pdbch	0	64	64	19
3VOR-A	train_pdbch	0	182	182	256
3VON-A	train_pdbch	0	228	228	256
3VOT-A	train_pdbch	0	425	425	256
3VOU-A	train_pdbch	0	148	148	256
3VPD-A	train_pdbch	0	281	281	256
3VPB-A	train_pdbch	0	282	282	256
3VQR-A	train_pdbch	0	447	447	256
3VQI-A	train_pdbch	0	274	274	256
3VPJ-A	train_pdbch	0	174	174	256
3VPR-A	train_pdbch	0	190	190	256
3VQT-A	train_pdbch	0	548	548	256
3VPZ-A	train_pdbch	0	331	331	256
3VQX-A	train_pdbch	0	291	291	256
3VR3-D	train_pdbch	0	465	465	256
3VR3-A	train_pdbch	0	600	600	256
3VRD-A	train_pdbch	0	174	174	256
3VR8-A	train_pdbch	0	645	645	256
3VRB-C	train_pdbch	0	188	188	256
3VRC-A	train_pdbch	0	131	131	256
3VRE-B	train_pdbch	0	146	146	256
3VRD-B	train_pdbch	0	401	401	256
3VSD-A	train_pdbch	0	389	389	256
3VRG-A	train_pdbch	0	141	141	256
3VRL-C	train_pdbch	0	231	231	256
3VS9-A	train_pdbch	0	410	410	256
3VRR-A	train_pdbch	0	331	331	256
3VSH-B	train_pdbch	0	312	312	256
3VSE-A	train_pdbch	0	398	398	256
3VRK-A	train_pdbch	0	219	219	256
3VSI-A	train_pdbch	0	271	271	256
3VSL-A	train_pdbch	0	646	646	256
3VTG-A	train_pdbch	0	200	200	256
3VSN-A	train_pdbch	0	659	659	256
3VTE-A	train_pdbch	0	518	518	256
3VTI-A	train_pdbch	0	761	761	256
3VTS-A	train_pdbch	0	61	61	256
3VT2-A	train_pdbch	0	526	526	256
3VTF-A	train_pdbch	0	444	444	256
3VUE-A	train_pdbch	0	536	536	256
3VUP-A	train_pdbch	0	351	351	256
3VUQ-A	train_pdbch	0	187	187	256
3VUU-A	train_pdbch	0	305	305	256
3VV1-A	train_pdbch	0	160	160	256
3VV3-A	train_pdbch	0	334	334	256
3VUS-A	train_pdbch	0	268	268	256
3VV4-A	train_pdbch	0	196	196	256
3VV5-A	train_pdbch	0	260	260	256
3VVL-A	train_pdbch	0	394	394	256
3VVX-A	train_pdbch	0	194	194	256
3VW4-A	train_pdbch	0	128	128	256
3VWB-A	train_pdbch	0	143	143	256
3VWC-A	train_pdbch	0	149	149	256
3VW5-A	train_pdbch	0	389	389	256
3VW7-A	train_pdbch	0	484	484	256
3VWW-A	train_pdbch	0	116	116	256
3VWX-A	train_pdbch	0	222	222	256
3VWV-A	train_pdbch	0	209	209	256
3VX7-B	train_pdbch	0	152	152	256
3VX8-B	train_pdbch	0	292	292	256
3VX4-A	train_pdbch	0	273	273	256
3VYB-A	train_pdbch	0	69	69	256
3VX6-A	train_pdbch	0	283	283	256
3VX8-D	train_pdbch	0	323	323	256
3VYS-B	train_pdbch	0	372	372	256
3VYS-A	train_pdbch	0	74	74	256
3VZ3-A	train_pdbch	0	457	457	256
3VYV-A	train_pdbch	0	275	275	256
3VZH-A	train_pdbch	0	244	244	256
3VZ0-A	train_pdbch	0	459	459	256
3VYW-A	train_pdbch	0	308	308	256
3VZG-A	train_pdbch	0	141	141	256
3VZS-A	train_pdbch	0	257	257	256
3VZI-A	train_pdbch	0	226	226	256
3VZT-X	train_pdbch	0	355	355	256
3VZX-A	train_pdbch	0	228	228	256
3W0E-A	train_pdbch	0	68	68	256
3W03-C	train_pdbch	0	184	184	256
3W0L-B	train_pdbch	0	619	619	256
3W0L-A	train_pdbch	0	458	458	256
3W1J-A	train_pdbch	0	392	392	256
3W0F-A	train_pdbch	0	287	287	256
3W1S-C	train_pdbch	0	91	91	256
3W26-A	train_pdbch	0	336	336	256
3W1W-A	train_pdbch	0	371	371	256
3W2W-B	train_pdbch	0	322	322	256
3W1Y-A	train_pdbch	0	137	137	256
3W2G-A	train_pdbch	0	271	271	256
3W2Z-A	train_pdbch	0	198	198	256
3W34-A	train_pdbch	0	211	211	256
3W3E-A	train_pdbch	0	242	242	256
3W4P-A	train_pdbch	0	266	266	256
3W43-A	train_pdbch	0	199	199	256
3W3S-A	train_pdbch	0	527	527	256
3W35-A	train_pdbch	0	531	531	256
3W4Q-A	train_pdbch	0	258	258	256
3W4R-A	train_pdbch	0	554	554	256
3W4U-A	train_pdbch	0	142	142	256
3W4T-A	train_pdbch	0	461	461	256
3W5J-A	train_pdbch	0	204	204	256
3W4Y-A	train_pdbch	0	120	120	256
3W67-A	train_pdbch	0	266	266	256
3W53-A	train_pdbch	0	506	506	256
3W6J-B	train_pdbch	0	184	184	256
3W6L-A	train_pdbch	0	377	377	256
3W6Q-A	train_pdbch	0	620	620	256
3W6N-A	train_pdbch	0	364	364	256
3W6X-A	train_pdbch	0	229	229	256
3W77-A	train_pdbch	0	208	208	256
3W7D-A	train_pdbch	0	313	313	256
3W7B-A	train_pdbch	0	285	285	256
3W6V-A	train_pdbch	0	147	147	256
3W7W-A	train_pdbch	0	760	760	256
3W8J-A	train_pdbch	0	142	142	256
3W78-A	train_pdbch	0	211	211	256
3W8X-A	train_pdbch	0	468	468	256
3W8F-A	train_pdbch	0	260	260	256
3W95-A	train_pdbch	0	171	171	234
3W97-D	train_pdbch	0	105	105	256
3W98-A	train_pdbch	0	112	112	256
3W9P-A	train_pdbch	0	180	180	256
3W9R-A	train_pdbch	0	189	189	256
3W9B-A	train_pdbch	0	328	328	256
3W9G-A	train_pdbch	0	260	260	256
3WAD-A	train_pdbch	0	419	419	256
3W9S-A	train_pdbch	0	131	131	256
3WBB-A	train_pdbch	0	305	305	256
3WBE-A	train_pdbch	0	489	489	256
3WAJ-A	train_pdbch	0	875	875	256
3WBH-A	train_pdbch	0	527	527	256
3WBI-A	train_pdbch	0	606	606	256
3W99-B	train_pdbch	0	105	105	256
3WBK-C	train_pdbch	0	131	131	256
3WCG-A	train_pdbch	0	365	365	256
3WC3-A	train_pdbch	0	460	460	256
3WC1-A	train_pdbch	0	271	271	256
3WCT-D	train_pdbch	0	149	149	256
3WCQ-A	train_pdbch	0	97	97	256
3WCH-A	train_pdbch	0	360	360	256
3WCK-A	train_pdbch	-2	273	271	256
3WCZ-A	train_pdbch	0	308	308	256
3WCU-C	train_pdbch	0	150	150	256
3WCW-A	train_pdbch	0	146	146	256
3WCW-B	train_pdbch	0	144	144	256
3WCX-A	train_pdbch	0	298	298	256
3WD7-A	train_pdbch	0	403	403	256
3WD8-A	train_pdbch	0	405	405	256
3WD0-A	train_pdbch	0	503	503	256
3WDK-A	train_pdbch	0	261	261	256
3WDN-A	train_pdbch	0	125	125	256
3WDO-A	train_pdbch	0	453	453	256
3WDH-A	train_pdbch	0	710	710	256
3WDP-P	train_pdbch	0	473	473	256
3WDG-A	train_pdbch	0	226	226	256
3WDR-A	train_pdbch	0	355	355	256
3WDW-A	train_pdbch	0	298	298	256
3WE9-A	train_pdbch	0	274	274	256
3WEC-A	train_pdbch	0	419	419	256
3WE0-A	train_pdbch	0	580	580	256
3WFD-C	train_pdbch	0	146	146	256
3WFI-A	train_pdbch	0	312	312	256
3WEW-A	train_pdbch	0	258	258	256
3WEN-A	train_pdbch	0	913	913	256
3WFX-A	train_pdbch	0	138	138	256
3WFL-A	train_pdbch	0	342	342	256
3WFO-A	train_pdbch	0	525	525	256
3WG6-A	train_pdbch	0	307	307	256
3WGE-A	train_pdbch	0	113	113	256
3WGD-A	train_pdbch	0	113	113	256
3WGB-A	train_pdbch	0	341	341	256
3WGI-A	train_pdbch	0	224	224	256
3WH9-A	train_pdbch	0	345	345	256
3WGO-A	train_pdbch	0	326	326	256
3WGL-A	train_pdbch	0	390	390	256
3WHC-A	train_pdbch	0	194	194	256
3WHK-A	train_pdbch	0	270	270	256
3WHI-A	train_pdbch	0	365	365	256
3WHO-A	train_pdbch	0	101	101	256
3WHJ-A	train_pdbch	0	122	122	256
3WHQ-B	train_pdbch	0	185	185	256
3WHQ-A	train_pdbch	0	418	418	256
3WIH-A	train_pdbch	0	97	97	256
3WI5-A	train_pdbch	0	312	312	256
3WIN-D	train_pdbch	0	194	194	20
3WIA-A	train_pdbch	0	287	287	256
3WIR-A	train_pdbch	0	764	764	256
3WID-A	train_pdbch	0	369	369	256
3WJ2-A	train_pdbch	0	308	308	256
3WJN-A	train_pdbch	0	337	337	256
3WJE-A	train_pdbch	0	174	174	256
3WJ9-A	train_pdbch	0	412	412	256
3WK2-A	train_pdbch	0	252	252	256
3WJV-A	train_pdbch	0	186	186	256
3WKR-A	train_pdbch	0	416	416	256
3WJS-A	train_pdbch	0	361	361	256
3WKX-A	train_pdbch	0	669	669	256
3WKF-A	train_pdbch	0	412	412	256
3WLA-A	train_pdbch	0	336	336	256
3WKV-A	train_pdbch	0	196	196	256
3WKZ-A	train_pdbch	0	395	395	256
3WLE-A	train_pdbch	0	341	341	256
3WMF-A	train_pdbch	0	621	621	256
3WLO-A	train_pdbch	0	609	609	256
3WMM-A	train_pdbch	0	61	61	256
3WMP-A	train_pdbch	0	94	94	256
3WMM-M	train_pdbch	0	325	325	256
3WMX-A	train_pdbch	0	358	358	256
3WMR-A	train_pdbch	0	315	315	256
3WMV-A	train_pdbch	0	153	153	256
3WN1-A	train_pdbch	0	438	438	256
3WMT-A	train_pdbch	0	522	522	256
3WNV-A	train_pdbch	0	330	330	256
3WNB-A	train_pdbch	0	370	370	256
3WN6-A	train_pdbch	0	404	404	256
3WO0-A	train_pdbch	0	470	470	256
3WO4-B	train_pdbch	0	312	312	256
3WO6-A	train_pdbch	0	242	242	256
3WO5-A	train_pdbch	0	218	218	256
3WO8-A	train_pdbch	0	478	478	256
3WOG-A	train_pdbch	0	254	254	256
3WOF-A	train_pdbch	0	130	130	256
3WOH-A	train_pdbch	0	251	251	256
3WP8-A	train_pdbch	0	330	330	256
3WPA-A	train_pdbch	0	427	427	256
3WOM-A	train_pdbch	0	698	698	256
3WPS-A	train_pdbch	0	208	208	256
3WPN-A	train_pdbch	0	382	382	256
3WPR-A	train_pdbch	0	229	229	256
3WPZ-A	train_pdbch	0	542	542	256
3WPI-A	train_pdbch	0	803	803	256
3WQ4-A	train_pdbch	0	507	507	256
3WQA-A	train_pdbch	0	207	207	256
3WQ1-A	train_pdbch	0	319	319	256
3WQO-A	train_pdbch	0	293	293	256
3WQM-A	train_pdbch	0	301	301	256
3WQT-A	train_pdbch	0	484	484	256
3WQY-A	train_pdbch	0	906	906	256
3WR1-B	train_pdbch	0	146	146	256
3WR1-A	train_pdbch	0	141	141	256
3WR3-A	train_pdbch	0	418	418	256
3WR5-A	train_pdbch	0	406	406	256
3WRX-C	train_pdbch	0	451	451	256
3WSO-A	train_pdbch	0	255	255	256
3WSV-A	train_pdbch	0	322	322	256
3WSY-A	train_pdbch	0	678	678	256
3WT2-A	train_pdbch	0	247	247	256
3WTD-A	train_pdbch	0	168	168	240
3WTG-B	train_pdbch	0	146	146	256
3WTC-A	train_pdbch	0	262	262	256
3WTS-A	train_pdbch	0	205	205	256
3WTW-C	train_pdbch	0	166	166	256
3WUB-A	train_pdbch	0	313	313	256
3WUH-A	train_pdbch	0	383	383	256
3WUT-A	train_pdbch	0	63	63	183
3WV8-A	train_pdbch	0	218	218	256
3WU1-A	train_pdbch	0	123	123	256
3WVG-A	train_pdbch	0	300	300	256
3WUY-A	train_pdbch	0	349	349	256
3WVJ-A	train_pdbch	0	220	220	256
3WVR-A	train_pdbch	0	447	447	256
